text,code,type,label,num-vars
remove elements from list `centroids` the indexes of which are in array `index`,"[element for i, element in enumerate(centroids) if i not in index]",<list>,6,2
list duplicated elements in two lists `listA` and `listB`,list(set(listA) & set(listB)),<list>,6,2
convert unicode string `s` into string literals,(s.encode('unicode_escape')),<str>,2,1
how to format a list of arguments `my_args` into a string,"'Hello %s' % ', '.join(my_args)",<str-list>,7,1
search and split string 'aaa bbb ccc ddd eee fff' by delimiter '(ddd)',"re.split('(ddd)', 'aaa bbb ccc ddd eee fff', 1)",<str>,2,0
regex search and split string 'aaa bbb ccc ddd eee fff' by delimiter '(d(d)d)',"re.split('(d(d)d)', 'aaa bbb ccc ddd eee fff', 1)",<str>,2,0
"split string ""This is a string"" into words that do not contain whitespaces","""""""This is a string"""""".split()",<str>,2,0
"split string ""This     is a     string"" into words that does not contain whitespaces","""""""This     is a     string"""""".split()",<str>,2,0
remove all duplicate items from a list `lseperatedOrblist`,woduplicates = list(set(lseperatedOrblist)),<list>,6,1
sum of product of combinations in a list `l`,"sum([(i * j) for i, j in list(itertools.combinations(l, 2))])",<int-list>,20,1
regular expression for validating string 'user' containing a sequence of characters ending with '-' followed by any number of digits.,"re.compile('{},0-\\d*'.format(user))",<str>,2,1
convert all of the items in a list `lst` to float,[float(i) for i in lst],<int-list>,20,1
"multiply all items in a list `[1, 2, 3, 4, 5, 6]` together","from functools import reducereduce(lambda x, y: x * y, [1, 2, 3, 4, 5, 6])",<int-list>,20,0
"python, format string ""{},0 %s {},0"" to have 'foo' and 'bar' in the first and second positions","""""""{},0 %s {},0"""""".format('foo', 'bar')",<str>,2,0
Truncate `\r\n` from each string in a list of string `example`,"example = [x.replace('\r\n', '') for x in example]",<str-list>,7,1
split elements of a list `l` by '\t',[i.partition('\t')[-1] for i in l if '\t' in i],<str-list>,7,1
search for regex pattern 'Test(.*)print' in string `testStr` including new line character '\n',"re.search('Test(.*)', testStr, re.DOTALL)",<str>,2,1
return a string from a regex match with pattern '<img.*?>' in string 'line',"imtag = re.match('<img.*?>', line).group(0)",<str>,2,0
find overlapping matches from a string `hello` using regex,"re.findall('(?=(\\w\\w))', 'hello')",<str>,2,0
convert 173 to binary string,bin(173),<int>,9,0
convert binary string '01010101111' to integer,"int('01010101111', 2)",<int-str>,0,0
convert binary string '010101' to integer,"int('010101', 2)",<int-str>,0,0
convert binary string '0b0010101010' to integer,"int('0b0010101010', 2)",<int-str>,0,0
convert 21 to binary string,bin(21),<int>,9,0
convert binary string '11111111' to integer,"int('11111111', 2)",<int-str>,0,0
delete all digits in string `s` that are not directly attached to a word character,"re.sub('$\\d+\\W+|\\b\\d+\\b|\\W+\\d+$', '', s)",<int-str>,0,1
delete digits at the end of string `s`,"re.sub('\\b\\d+\\b', '', s)",<int-str>,0,1
Delete self-contained digits from string `s`,"s = re.sub('^\\d+\\s|\\s\\d+\\s|\\s\\d+$', ' ', s)",<int-str>,0,1
truncate string `s` up to character ':',"s.split(':', 1)[1]",<str>,2,1
"print a string `s` by splitting with comma `,`","(s.split(','))",<str>,2,1
"Create list  by splitting string `mystring` using "","" as delimiter","mystring.split(',')",<str>,2,1
remove parentheses only around single words in a string `s` using regex,"re.sub('\\((\\w+)\\)', '\\1', s)",<str>,2,1
get the sum of each second value from a list of tuple `structure`,sum(x[1] for x in structure),<tuple-list>,19,1
Parse string '21/11/06 16:30' according to format '%d/%m/%y %H:%M',"datetime.strptime('21/11/06 16:30', '%d/%m/%y %H:%M')",<datetime-str>,18,0
"concatenate strings in tuple `('a', 'b', 'c', 'd', 'g', 'x', 'r', 'e')` into a single string",""""""""""""".join(('a', 'b', 'c', 'd', 'g', 'x', 'r', 'e'))",<tuple>,17,0
"variable number of digits `digits` in variable `value` in format string ""{0:.{1}%}""","""""""{0:.{1}%}"""""".format(value, digits)",<int>,9,2
get a random item from list `choices`,random_choice = random.choice(choices),<list>,6,1
sum the length of all strings in a list `strings`,length = sum(len(s) for s in strings),<str-list>,7,1
sort a list of lists `s` by second and third attributes,"s = sorted(s, key=lambda x: (x[1], x[2]))",<nested-list>,8,1
sort a list of lists `s` by second and third element in each list.,"s.sort(key=operator.itemgetter(1, 2))",<nested-list>,8,1
filtering out strings that contain 'ab' from a list of strings `lst`,[k for k in lst if 'ab' in k],<str-list>,7,1
find the first letter of each element in string `input`,output = ''.join(item[0].upper() for item in input.split()),<str>,2,1
count the number of words in a string `s`,len(s.split()),<str>,2,1
format number 1000000000.0 using latex notation,('\\num{{{0:.2g}}}'.format(1000000000.0)),<float>,4,0
Initialize a list of empty lists `x` of size 3,x = [[] for i in range(3)],<list>,6,0
"zip a list of tuples `[(1, 4), (2, 5), (3, 6)]` into a list of tuples according to original tuple index","zip(*[(1, 4), (2, 5), (3, 6)])",<tuple-list>,19,0
split a list of tuples `data` into sub-lists of the same tuple field using itertools,"[list(group) for key, group in itertools.groupby(data, operator.itemgetter(1))]",<tuple-list>,19,1
Convert a string into a list,list('hello'),<str>,2,0
update all values associated with key `i` to string 'updated' if value `j` is not equal to 'None' in dictionary `d`,"{i: 'updated' for i, j in list(d.items()) if j != 'None'}",<str-dict>,13,1
Filter a dictionary `d` to remove keys with value None and replace other values with 'updated',"dict((k, 'updated') for k, v in d.items() if v is None)",<str-dict>,13,1
Filter a dictionary `d` to remove keys with value 'None' and replace other values with 'updated',"dict((k, 'updated') for k, v in d.items() if v != 'None')",<str-dict>,13,1
return list `result` of sum of elements of each list `b` in list of lists `a`,result = [sum(b) for b in a],<nested-list>,8,1
What's the best way to search for a Python dictionary value in a list of dictionaries?,any(d['site'] == 'Superuser' for d in data),<dict-list>,1,1
how to get month name of datetime `today`,today.strftime('%B'),<datetime>,3,1
get month name from a datetime object `today`,today.strftime('%B'),<datetime>,3,1
Convert nested list `x` into a flat list,[j for i in x for j in i],<nested-list>,8,1
get each value from a list of lists `a` using itertools,(list(itertools.chain.from_iterable(a))),<nested-list>,8,1
"convert date string 'January 11, 2010'  into day of week","datetime.datetime.strptime('January 11, 2010', '%B %d, %Y').strftime('%A')",<datetime-str>,18,0
Convert Date String to Day of Week,"datetime.datetime.strptime('January 11, 2010', '%B %d, %Y').strftime('%a')",<datetime-str>,18,0
"remove item ""b"" in list `a`",a.remove('b'),<str-list>,7,1
remove item `c` in list `a`,a.remove(c),<list>,6,2
delete the element 6 from list `a`,a.remove(6),<int-list>,20,1
delete the element 6 from list `a`,a.remove(6),<int-list>,20,1
Get all matching patterns 'a.*?a' from a string 'a 1 a 2 a 3 a 4 a'.,"re.findall('(?=(a.*?a))', 'a 1 a 2 a 3 a 4 a')",<str>,2,0
Getting the last element of list `some_list`,some_list[(-1)],<list>,6,1
Getting the second to last element of list `some_list`,some_list[(-2)],<list>,6,1
gets the `n` th-to-last element in list `some_list`,some_list[(- n)],<list>,6,1
get the last element in list `alist`,alist[(-1)],<list>,6,1
get the last element in list `astr`,astr[(-1)],<list>,6,1
make a list of integers from 0 to `5` where each second element is a duplicate of the previous element,"([u for v in [[i, i] for i in range(5)] for u in v])",<int>,9,0
"create a list of integers with duplicate values `[0, 0, 1, 1, 2, 2, 3, 3, 4, 4]`","[0, 0, 1, 1, 2, 2, 3, 3, 4, 4]",<int-list>,20,0
create a list of integers from 1 to 5 with each value duplicated,[(i // 2) for i in range(10)],<int>,9,0
remove first and last lines of string `s`,s[s.find('\n') + 1:s.rfind('\n')],<str>,2,1
create dict of squared int values in range of 100,{(x ** 2) for x in range(100)},<int>,9,0
"zip lists `[1, 2], [3, 4], [5, 6]` in a list","zip(*[[1, 2], [3, 4], [5, 6]])",<int-list>,20,0
"zip lists in a list [[1, 2], [3, 4], [5, 6]]","zip(*[[1, 2], [3, 4], [5, 6]])",<nested-list>,8,0
get a new string from the 3rd character to the end of the string `x`,x[2:],<str>,2,1
get a new string including the first two characters of string `x`,x[:2],<str>,2,1
get a new string including all but the last character of string `x`,x[:(-2)],<str>,2,1
get a new string including the last two characters of string `x`,x[(-2):],<str>,2,1
get a new string with the 3rd to the second-to-last characters of string `x`,x[2:(-2)],<str>,2,1
reverse a string `some_string`,some_string[::(-1)],<str>,2,1
"select alternate characters of ""H-e-l-l-o- -W-o-r-l-d""",'H-e-l-l-o- -W-o-r-l-d'[::2],<str>,2,0
select a substring of `s` beginning at `beginning` of length `LENGTH`,s = s[beginning:(beginning + LENGTH)],<str>,2,2
"encode value of key `City` in dictionary `data` as `ascii`, ignoring non-ascii characters","data['City'].encode('ascii', 'ignore')",<str-dict>,13,1
print two numbers `10` and `20` using string formatting,"""""""{0} {1}"""""".format(10, 20)",<int>,9,0
"replace placeholders in string '{1} {ham} {0} {foo} {1}' with arguments `(10, 20, foo='bar', ham='spam')`","""""""{1} {ham} {0} {foo} {1}"""""".format(10, 20, foo='bar', ham='spam')",<str>,2,0
create list `changed_list ` containing elements of list `original_list` whilst converting strings containing digits to integers,changed_list = [(int(f) if f.isdigit() else f) for f in original_list],<str-list>,7,1
get a dictionary with keys from one list `keys` and values from other list `data`,"dict(zip(keys, zip(*data)))",<list>,6,2
"Escape character '}' in string '{0}:<15}}{1}:<15}}{2}:<8}}' while using function `format` with arguments `('1', '2', '3')`","('{0}:<15}}{1}:<15}}{2}:<8}}'.format('1', '2', '3'))",<int-str>,0,0
get dictionary with max value of key 'size' in list of dicts `ld`,"max(ld, key=lambda d: d['size'])",<dict-list>,1,1
"format parameters 'b' and 'a' into plcaeholders in string ""{0}\\w{{2}}b{1}\\w{{2}}quarter""","""""""{0}\\w{{2}}b{1}\\w{{2}}quarter"""""".format('b', 'a')",<str>,2,0
write a regex pattern to match even number of letter `A`,re.compile('^([^A]*)AA([^A]|AA)*$'),<str>,2,0
custom sort an alphanumeric list `l`,"sorted(l, key=lambda x: x.replace('0', 'Z'))",<str-list>,7,1
create a dictionary containing each string in list `my_list` split by '=' as a key/value pairs,(dict([s.split('=') for s in my_list])),<str-list>,7,1
find the index of element closest to number 11.5 in list `a`,"min(enumerate(a), key=lambda x: abs(x[1] - 11.5))",<int-list>,20,1
create list `c` containing items from list `b` whose index is in list `index`,c = [b[i] for i in index],<list>,6,3
separate each character in string `s` by '-',"re.sub('(.)(?=.)', '\\1-', s)",<str>,2,1
concatenate '-' in between characters of string `str`,"re.sub('(?<=.)(?=.)', '-', str)",<str>,2,1
print letter that appears most frequently in string `s`,(collections.Counter(s).most_common(1)[0]),<str>,2,0
find float number proceeding sub-string `par` in string `dir`,"float(re.findall('(?:^|_)' + par + '(\\d+\\.\\d*)', dir)[0])",<str>,2,2
Get all the matches from a string `abcd` if it begins with a character `a`,"re.findall('[^a]', 'abcd')",<str>,2,0
get the first element of each tuple in a list `rows`,[x[0] for x in rows],<tuple-list>,19,1
get a list `res_list` of the first elements of each tuple in a list of tuples `rows`,res_list = [x[0] for x in rows],<tuple-list>,19,1
sort json `ips_data` by a key 'data_two',"sorted_list_of_keyvalues = sorted(list(ips_data.items()), key=item[1]['data_two'])",<str-dict>,13,1
find recurring patterns in a string '42344343434',"re.findall('^(.+?)((.+)\\3+)$', '42344343434')[0][:-1]",<int-str>,0,0
encode string `s` to utf-8 code,s.encode('utf8'),<str>,2,1
parse string '01-Jan-1995' into a datetime object using format '%d-%b-%Y',"datetime.datetime.strptime('01-Jan-1995', '%d-%b-%Y')",<datetime-str>,18,0
print a list of integers `list_of_ints` using string formatting,"(', '.join(str(x) for x in list_of_ints))",<int-list>,20,1
convert string 'a' to hex,hex(ord('a')),<str>,2,0
Get the sum of values to the power of their indices in a list `l`,"sum(j ** i for i, j in enumerate(l, 1))",<int-list>,20,1
remove extra white spaces & tabs from a string `s`,""""""" """""".join(s.split())",<str>,2,1
replace comma in string `s` with empty string '',"s = s.replace(',', '')",<str>,2,1
get a list of substrings consisting of the first 5 characters of every string in list `buckets`,[s[:5] for s in buckets],<str-list>,7,1
sort list `the_list` by the length of string followed by alphabetical order,"the_list.sort(key=lambda item: (-len(item), item))",<str-list>,7,1
List comprehension with an accumulator in range of 10,list(accumulate(list(range(10)))),<int>,9,0
How to convert a date string '2013-1-25' in format '%Y-%m-%d' to different format '%m/%d/%y',"datetime.datetime.strptime('2013-1-25', '%Y-%m-%d').strftime('%m/%d/%y')",<datetime-str>,18,0
convert a date string '2013-1-25' in format '%Y-%m-%d' to different format '%-m/%d/%y',"datetime.datetime.strptime('2013-1-25', '%Y-%m-%d').strftime('%-m/%d/%y')",<datetime-str>,18,0
create list `new_list` containing the last 10 elements of list `my_list`,new_list = my_list[-10:],<list>,6,1
get the last 10 elements from a list `my_list`,my_list[-10:],<list>,6,1
"convert and escape string ""\\xc3\\x85あ"" to UTF-8 code","""""""\\xc3\\x85あ"""""".encode('utf-8').decode('unicode_escape')",<str>,2,0
"encode string ""\\xc3\\x85あ"" to bytes","""""""\\xc3\\x85あ"""""".encode('utf-8')",<str>,2,0
interleave the elements of two lists `a` and `b`,"[j for i in zip(a, b) for j in i]",<list>,6,2
merge two lists `a` and `b` into a single list,"[j for i in zip(a, b) for j in i]",<list>,6,2
delete all occureces of `8` in each string `s` in list `lst`,"([s.replace('8', '') for s in lst])",<str-list>,7,1
"Split string `Hello` into a string of letters seperated by `,`",""""""","""""".join('Hello')",<str>,2,0
match zero-or-more instances of lower case alphabet characters in a string `f233op `,"re.findall('([a-z]*)', 'f233op')",<int-str>,0,0
match zero-or-more instances of lower case alphabet characters in a string `f233op `,"re.findall('([a-z])*', 'f233op')",<int-str>,0,0
split string 'happy_hats_for_cats' using string '_for_',"re.split('_for_', 'happy_hats_for_cats')",<str>,2,0
"Split string 'sad_pandas_and_happy_cats_for_people' based on string 'and', 'or' or 'for'","re.split('_(?:for|or|and)_', 'sad_pandas_and_happy_cats_for_people')",<str>,2,0
Split a string `l` by multiple words `for` or `or` or `and`,"[re.split('_(?:f?or|and)_', s) for s in l]",<str>,2,1
zip keys with individual values in lists `k` and `v`,"[dict(zip(k, x)) for x in v]",<list>,6,2
Sort a list 'lst' in descending order.,"sorted(lst, reverse=True)",<int-list>,20,1
check if elements in list `my_list` are coherent in order,"return my_list == list(range(my_list[0], my_list[-1] + 1))",<list>,6,1
encode `u'X\xc3\xbcY\xc3\x9f'` as unicode and decode with utf-8,'X\xc3\xbcY\xc3\x9f'.encode('raw_unicode_escape').decode('utf-8'),<str>,2,0
parse string `a` to float,float(a),<int-str>,0,1
convert `ms` milliseconds to a datetime object,datetime.datetime.fromtimestamp(ms / 1000.0),<int>,9,1
get the largest index of the last occurrence of characters '([{' in string `test_string`,max(test_string.rfind(i) for i in '([{'),<str>,2,1
print 'here is your checkmark: ' plus unicode character u'\u2713',('here is your checkmark: ' + '\u2713'),<str>,2,0
print unicode characters in a string `\u0420\u043e\u0441\u0441\u0438\u044f`,('\u0420\u043e\u0441\u0441\u0438\u044f'),<str>,2,0
pads string '5' on the left with 1 zero,('{0}'.format('5'.zfill(2))),<int-str>,0,0
Remove duplicates elements from list `sequences` and sort it in ascending order,sorted(set(itertools.chain.from_iterable(sequences))),<str-list>,7,1
escaping quotes in string,"replace('""', '\\""')",<str>,2,0
check if all string elements in list `words` are upper-cased,(all(word[0].isupper() for word in words)),<str-list>,7,1
remove items from dictionary `myDict` if the item's value `val` is equal to 42,"myDict = {key: val for key, val in list(myDict.items()) if val != 42}",<int-dict>,11,1
Remove all items from a dictionary `myDict` whose values are `42`,"{key: val for key, val in list(myDict.items()) if val != 42}",<int-dict>,11,1
Determine the byte length of a utf-8 encoded string `s`,return len(s.encode('utf-8')),<int-str>,0,1
"strip everything up to and including the character `&` from url `url`, strip the character `=` from the remaining string and concatenate `.html` to the end","url.split('&')[-1].replace('=', '') + '.html'",<str>,2,1
remove the last element in list `a`,del a[(-1)],<list>,6,1
remove the element in list `a` with index 1,a.pop(1),<list>,6,1
remove the last element in list `a`,a.pop(),<list>,6,1
remove the element in list `a` at index `index`,a.pop(index),<list>,6,2
remove the element in list `a` at index `index`,del a[index],<list>,6,2
convert a list of lists `list_of_lists` into a list of strings keeping empty sub-lists as empty string '',[''.join(l) for l in list_of_lists],<nested-list>,8,1
Create new list `result` by splitting each item in list `words`,"result = [item for word in words for item in word.split(',')]",<str-list>,7,1
convert JSON string '2012-05-29T19:30:03.283Z' into a DateTime object using format '%Y-%m-%dT%H:%M:%S.%fZ',"datetime.datetime.strptime('2012-05-29T19:30:03.283Z', '%Y-%m-%dT%H:%M:%S.%fZ')",<datetime-str>,18,0
count `True` values associated with key 'one' in dictionary `tadas`,sum(item['one'] for item in list(tadas.values())),<str-dict>,13,1
split string `a` using new-line character '\n' as separator,a.rstrip().split('\n'),<str>,2,1
split a string `a` with new line character,a.split('\n')[:-1],<str>,2,1
check if 7 is in `a`,(7 in a),<int-list>,20,1
check if 'a' is in list `a`,('a' in a),<str-list>,7,1
"split string `str` with delimiter '; ' or delimiter ', '","re.split('; |, ', str)",<str>,2,1
convert date string `s` in format pattern '%d/%m/%Y' into a timestamp,"time.mktime(datetime.datetime.strptime(s, '%d/%m/%Y').timetuple())",<datetime-str>,18,1
convert string '01/12/2011' to an integer timestamp,"int(datetime.datetime.strptime('01/12/2011', '%d/%m/%Y').strftime('%s'))",<datetime-str>,18,0
coalesce non-word-characters in string `a`,"(re.sub('(\\W)\\1+', '\\1', a))",<str>,2,1
Convert a Unicode string `title` to a 'ascii' string,"unicodedata.normalize('NFKD', title).encode('ascii', 'ignore')",<str>,2,1
Convert a Unicode string `a` to a 'ascii' string,"a.encode('ascii', 'ignore')",<str>,2,1
get the list with the highest sum value in list `x`,"(max(x, key=sum))",<nested-list>,8,1
sum the length of lists in list `x` that are more than 1 item in length,sum(len(y) for y in x if len(y) > 1),<nested-list>,8,1
Enclose numbers in quotes in a string `This is number 1 and this is number 22`,"re.sub('(\\d+)', '""\\1""', 'This is number 1 and this is number 22')",<int-str>,0,0
"sort a nested list by the inverse of element 2, then by element 1","sorted(l, key=lambda x: (-int(x[1]), x[0]))",<nested-list>,8,1
"get a string `randomkey123xyz987` between two substrings in a string `api('randomkey123xyz987', 'key', 'text')` using regex","re.findall(""api\\('(.*?)'"", ""api('randomkey123xyz987', 'key', 'text')"")",<int-str>,0,0
print list of items `myList`,('\n'.join(str(p) for p in myList)),<list>,6,1
update the dictionary `mydic` with dynamic keys `i` and values with key 'name' from dictionary `o`,mydic.update({i: o['name']}),<dict>,12,2
divide the members of a list `conversions` by the corresponding members of another list `trials`,"[(c / t) for c, t in zip(conversions, trials)]",<int-list>,20,2
sort dict `data` by value,"sorted(data, key=data.get)",<int-dict>,11,1
Sort a dictionary `data` by its values,sorted(data.values()),<int-dict>,11,1
Get a list of pairs of key-value sorted by values in dictionary `data`,"sorted(list(data.items()), key=lambda x: x[1])",<int-dict>,11,1
sort dict by value python,"sorted(list(data.items()), key=lambda x: x[1])",<int-dict>,11,1
display current time,now = datetime.datetime.now().strftime('%H:%M:%S'),<datetime>,3,0
find the index of the second occurrence of the substring `bar` in string `foo bar bar bar`,"""""""foo bar bar bar"""""".replace('bar', 'XXX', 1).find('bar')",<str>,2,0
check if key 'stackoverflow' and key 'google' are presented in dictionary `sites`,"set(['stackoverflow', 'google']).issubset(sites)",<str-dict>,13,1
replace string ' and ' in string `stuff` with character '/',"stuff.replace(' and ', '/')",<str>,2,1
substract 1 hour and 10 minutes from current time,"t = datetime.datetime.now()\n(t - datetime.timedelta(hours=1, minutes=10))",<datetime>,3,1
subtract 1 hour and 10 minutes from time object `t`,"(t - datetime.timedelta(hours=1, minutes=10))",<datetime>,3,1
add 1 hour and 2 minutes to time object `t`,"dt = datetime.datetime.combine(datetime.date.today(), t)",<datetime>,3,1
subtract 5 hours from the time object `dt`,dt -= datetime.timedelta(hours=5),<datetime>,3,0
Get all the items from a list of tuple 'l' where second item in tuple is '1'.,[x for x in l if x[1] == 1],<tuple-list>,19,1
place '\' infront of each non-letter char in string `line`,"(re.sub('[_%^$]', '\\\\\\g<0>', line))",<str>,2,1
convert a list of lists `a` into list of tuples of appropriate elements form nested lists,zip(*a),<nested-list>,8,1
convert a list of strings `lst` to list of integers,"[map(int, sublist) for sublist in lst]",<str-list>,7,1
convert strings in list-of-lists `lst` to ints,[[int(x) for x in sublist] for sublist in lst],<nested-list>,8,1
create a list where each element is a dictionary with keys 'key1' and 'key2' and values corresponding to each value in the lists referenced by keys 'key1' and 'key2' in dictionary `d`,"[{'key1': a, 'key2': b} for a, b in zip(d['key1'], d['key2'])]",<dict>,12,1
Split dictionary of lists into list of dictionaries,"map(dict, zip(*[[(k, v) for v in value] for k, value in list(d.items())]))",<list-dict>,5,1
Get Last Day of the first month in 2002,"calendar.monthrange(2002, 1)",<datetime>,3,0
Get Last Day of the second month in 2002,"calendar.monthrange(2008, 2)",<datetime>,3,0
Get Last Day of the second month in 2100,"calendar.monthrange(2100, 2)",<datetime>,3,0
Get Last Day of the month `month` in year `year`,"calendar.monthrange(year, month)[1]",<datetime>,3,2
Get Last Day of the second month in year 2012,"monthrange(2012, 2)",<datetime>,3,0
Get Last Day of the first month in year 2000,"(datetime.date(2000, 2, 1) - datetime.timedelta(days=1))",<datetime>,3,0
delete letters from string '12454v',""""""""""""".join(filter(str.isdigit, '12454v'))",<int-str>,0,0
sort a list of tuples `my_list` by second parameter in the tuple,my_list.sort(key=lambda x: x[1]),<tuple-list>,19,1
find indexes of all occurrences of a substring `tt` in a string `ttt`,"[m.start() for m in re.finditer('(?=tt)', 'ttt')]",<str>,2,0
find all occurrences of a substring in a string,"[m.start() for m in re.finditer('test', 'test test test test')]",<str>,2,0
split string `s` based on white spaces,"re.findall('\\s+|\\S+', s)",<str>,2,1
display first 5 characters of string 'aaabbbccc',"""""""{:.5}"""""".format('aaabbbccc')",<str>,2,1
unpack hexadecimal string `s` to a list of integer values,"struct.unpack('11B', s)",<int-str>,0,1
"finding the index of an item 'foo' given a list `['foo', 'bar', 'baz']` containing it","[i for i, j in enumerate(['foo', 'bar', 'baz']) if j == 'foo']",<str-list>,7,0
"generate all permutations of list `[1, 2, 3]` and list `[4, 5, 6]`","(list(itertools.product([1, 2, 3], [4, 5, 6])))",<int-list>,20,0
"generate all permutations of a list `[1, 2, 3]`","itertools.permutations([1, 2, 3])",<int-list>,20,0
substitute occurrences of unicode regex pattern u'\\p{P}+' with empty string '' in string `text`,"return re.sub('\\p{P}+', '', text)",<str>,2,1
sum of all values in a python dict `d`,sum(d.values()),<int-dict>,11,1
Sum of all values in a Python dict,sum(d.values()),<int-dict>,11,1
sort a list of dictionaries `list_of_dct` by values in an order `order`,"sorted(list_of_dct, key=lambda x: order.index(list(x.values())[0]))",<dict-list>,1,1
change the case of the first letter in string `s`,return s[0].upper() + s[1:],<str>,2,1
"join list of numbers `[1,2,3,4] ` to string of numbers.",""""""""""""".join([1, 2, 3, 4])",<int-list>,20,0
Parse string `datestr` into a datetime object using format pattern '%Y-%m-%d',"dateobj = datetime.datetime.strptime(datestr, '%Y-%m-%d').date()",<datetime-str>,18,1
